000010010011,ITNJ
000010010100,ITSJ
000010010101,ITSP
000010010110,ITNJ
000010010111,ITNP
000010011000,ITSJ
000010011001,ITSP
000010011010,ITNJ
000010011011,ITNP
000010011100,ITSP
000010011101,ITSP
000010011110,ITNP
000010011111,ITNP
000010100000,ITSJ
000010100001,ITSJ
000010100010,ITNJ
000010100011,ITNJ
000010100100,ITSJ
000010100101,ITSP
000010100110,ITNJ
000010100111,ITNP
000010101000,ITSJ
000010101001,ITSP
000010101010,ITNJ
000010101011,ITNP
000010101100,ITSP
000010101101,ITSP
000010101110,ITNP
000010101111,ITNP
000010110000,ITSJ
000010110001,ITSJ
000010110010,ITNJ
000010110011,ITNJ
000010110100,ITSJ
000010110101,ITSP
000010110110,ITNJ
000010110111,ITNP
000010111000,ITSJ
000010111001,ITSP
000010111010,ITNJ
000010111011,ITNP
000010111100,ITSP
000010111101,ITSP
000010111110,ITNP
000010111111,ITNP
000011000000,ITNJ
000011000001,ITNJ
000011000010,ITNJ
000011000011,ITNJ
000011000100,ITNJ
000011000101,ITNP
000011000110,ITNJ
000011000111,ITNP
000011001000,ITNJ
000011001001,ITNP
000011001010,ITNJ
000011001011,ITNP
000011001100,ITNP
000011001101,ITNP
000011001110,ITNP
000011001111,ITNP
000011010000,ITNJ
000011010001,ITNJ
000011010010,ITNJ
000011010011,ITNJ
000011010100,ITNJ
000011010101,ITNP
000011010110,ITNJ
000011010111,ITNP
000011011000,ITNJ
000011011001,ITNP
000011011010,ITNJ
000011011011,ITNP
000011011100,ITNP
000011011101,ITNP
000011011110,ITNP
000011011111,ITNP
000011100000,ITNJ
000011100001,ITNJ
000011100010,ITNJ
000011100011,ITNJ
000011100100,ITNJ
000011100101,ITNP
000011100110,ITNJ
000011100111,ITNP
000011101000,ITNJ
000011101001,ITNP
000011101010,ITNJ
000011101011,ITNP
000011101100,ITNP
000011101101,ITNP
000011101110,ITNP
000011101111,ITNP
000011110000,ITNJ
000011110001,ITNJ
000011110010,ITNJ
000011110011,ITNJ
000011110100,ITNJ
000011110101,ITNP
000011110110,ITNJ
000011110111,ITNP
000011111000,ITNJ
000011111001,ITNP
000011111010,ITNJ
000011111011,ITNP
000011111100,ITNP
000011111101,ITNP
000011111110,ITNP
000011111111,ITNP
000100000000,ITSJ
000100000001,ITSJ
000100000010,ITSJ
000100000011,ITSJ
000100000100,ITSJ
000100000101,ITSP
000100000110,ITSJ
000100000111,ITSP
000100001000,ITSJ
000100001001,ITSP
000100001010,ITSJ
000100001011,ITSP
000100001100,ITSP
000100001101,ITSP
000100001110,ITSP
000100001111,ITSP
000100010000,ITSJ
000100010001,ITSJ
000100010010,ITSJ
000100010011,ITSJ
000100010100,ITSJ
000100010101,ITSP
000100010110,ITSJ
000100010111,ITSP
000100011000,ITSJ
000100011001,ITSP
000100011010,ITSJ
000100011011,ITSP
000100011100,ITSP
000100011101,ITSP
000100011110,ITSP
000100011111,ITSP
000100100000,ETSJ
000100100001,ETSJ
000100100010,ETSJ
000100100011,ETSJ
000100100100,ETSJ
000100100101,ETSP
000100100110,ETSJ
000100100111,ETSP
000100101000,ETSJ
000100101001,ETSP
000100101010,ETSJ
000100101011,ETSP
000100101100,ETSP
000100101101,ETSP
000100101110,ETSP
000100101111,ETSP
000100110000,ETSJ
000100110001,ETSJ
000100110010,ETSJ
000100110011,ETSJ
000100110100,ETSJ
000100110101,ETSP
000100110110,ETSJ
000100110111,ETSP
000100111000,ETSJ
000100111001,ETSP
000100111010,ETSJ
000100111011,ETSP
000100111100,ETSP
000100111101,ETSP
000100111110,ETSP
000100111111,ETSP
000101000000,ITSJ
000101000001,ITSJ
000101000010,ITNJ
000101000011,ITNJ
000101000100,ITSJ
000101000101,ITSP
000101000110,ITNJ
000101000111,ITNP
000101001000,ITSJ
000101001001,ITSP
000101001010,ITNJ
000101001011,ITNP
000101001100,ITSP
000101001101,ITSP
000101001110,ITNP
000101001111,ITNP
000101010000,ITSJ
000101010001,ITSJ
000101010010,ITNJ
000101010011,ITNJ
000101010100,ITSJ
000101010101,ITSP
000101010110,ITNJ
000101010111,ITNP
000101011000,ITSJ
000101011001,ITSP
000101011010,ITNJ
000101011011,ITNP
000101011100,ITSP
000101011101,ITSP
000101011110,ITNP
000101011111,ITNP
000101100000,ETSJ
000101100001,ETSJ
000101100010,ETNJ
000101100011,ETNJ
000101100100,ETSJ
000101100101,ETSP
000101100110,ETNJ
000101100111,ETNP
000101101000,ETSJ
000101101001,ETSP
000101101010,ETNJ
000101101011,ETNP
000101101100,ETSP
000101101101,ETSP
000101101110,ETNP
000101101111,ETNP
000101110000,ETSJ
000101110001,ETSJ
000101110010,ETNJ
000101110011,ETNJ
000101110100,ETSJ
000101110101,ETSP
000101110110,ETNJ
000101110111,ETNP
000101111000,ETSJ
000101111001,ETSP
000101111010,ETNJ
000101111011,ETNP
000101111100,ETSP
000101111101,ETSP
000101111110,ETNP
000101111111,ETNP
000110000000,ITSJ
000110000001,ITSJ
000110000010,ITNJ
000110000011,ITNJ
000110000100,ITSJ
000110000101,ITSP
000110000110,ITNJ
000110000111,ITNP
000110001000,ITSJ
000110001001,ITSP
000110001010,ITNJ
000110001011,ITNP
000110001100,ITSP
000110001101,ITSP
000110001110,ITNP
000110001111,ITNP
000110010000,ITSJ
000110010001,ITSJ
000110010010,ITNJ
000110010011,ITNJ
000110010100,ITSJ
000110010101,ITSP
000110010110,ITNJ
000110010111,ITNP
000110011000,ITSJ
000110011001,ITSP
000110011010,ITNJ
000110011011,ITNP
000110011100,ITSP
000110011101,ITSP
000110011110,ITNP
000110011111,ITNP
000110100000,ETSJ
000110100001,ETSJ
000110100010,ETNJ
000110100011,ETNJ
000110100100,ETSJ
000110100101,ETSP
000110100110,ETNJ
000110100111,ETNP
000110101000,ETSJ
000110101001,ETSP
000110101010,ETNJ
000110101011,ETNP
000110101100,ETSP
000110101101,ETSP
000110101110,ETNP
000110101111,ETNP
000110110000,ETSJ
000110110001,ETSJ
000110110010,ETNJ
000110110011,ETNJ
000110110100,ETSJ
000110110101,ETSP
000110110110,ETNJ
000110110111,ETNP
000110111000,ETSJ
000110111001,ETSP
000110111010,ETNJ
000110111011,ETNP
000110111100,ETSP
000110111101,ETSP
000110111110,ETNP
000110111111,ETNP
000111000000,ITNJ
000111000001,ITNJ
000111000010,ITNJ
000111000011,ITNJ
000111000100,ITNJ
000111000101,ITNP
000111000110,ITNJ
000111000111,ITNP
000111001000,ITNJ
000111001001,ITNP
000111001010,ITNJ
000111001011,ITNP
000111001100,ITNP
000111001101,ITNP
000111001110,ITNP
000111001111,ITNP
000111010000,ITNJ
000111010001,ITNJ
000111010010,ITNJ
000111010011,ITNJ
000111010100,ITNJ
000111010101,ITNP
000111010110,ITNJ
000111010111,ITNP
000111011000,ITNJ
000111011001,ITNP
000111011010,ITNJ
000111011011,ITNP
000111011100,ITNP
000111011101,ITNP
000111011110,ITNP
000111011111,ITNP
000111100000,ETNJ
000111100001,ETNJ
000111100010,ETNJ
000111100011,ETNJ
000111100100,ETNJ
000111100101,ETNP
000111100110,ETNJ
000111100111,ETNP
000111101000,ETNJ
000111101001,ETNP
000111101010,ETNJ
000111101011,ETNP
000111101100,ETNP
000111101101,ETNP
000111101110,ETNP
000111101111,ETNP
000111110000,ETNJ
000111110001,ETNJ
000111110010,ETNJ
000111110011,ETNJ
000111110100,ETNJ
000111110101,ETNP
000111110110,ETNJ
000111110111,ETNP
000111111000,ETNJ
000111111001,ETNP
000111111010,ETNJ
000111111011,ETNP
000111111100,ETNP
000111111101,ETNP
000111111110,ETNP
000111111111,ETNP
001000000000,ITSJ
001000000001,ITSJ
001000000010,ITSJ
001000000011,ITSJ
001000000100,ITSJ
001000000101,ITSP
001000000110,ITSJ
001000000111,ITSP
001000001000,ITSJ
001000001001,ITSP
001000001010,ITSJ
001000001011,ITSP
001000001100,ITSP
001000001101,ITSP
001000001110,ITSP
001000001111,ITSP
001000010000,IFSJ
001000010001,IFSJ
001000010010,IFSJ
001000010011,IFSJ
001000010100,IFSJ
001000010101,IFSP
001000010110,IFSJ
001000010111,IFSP
001000011000,IFSJ
001000011001,IFSP
001000011010,IFSJ
001000011011,IFSP
001000011100,IFSP
001000011101,IFSP
001000011110,IFSP
001000011111,IFSP
001000100000,ITSJ
001000100001,ITSJ
001000100010,ITSJ
001000100011,ITSJ
001000100100,ITSJ
001000100101,ITSP
001000100110,ITSJ
001000100111,ITSP
001000101000,ITSJ
001000101001,ITSP
001000101010,ITSJ
001000101011,ITSP
001000101100,ITSP
001000101101,ITSP
001000101110,ITSP
001000101111,ITSP
001000110000,IFSJ
001000110001,IFSJ
001000110010,IFSJ
001000110011,IFSJ
001000110100,IFSJ
001000110101,IFSP
001000110110,IFSJ
001000110111,IFSP
001000111000,IFSJ
001000111001,IFSP
001000111010,IFSJ
001000111011,IFSP
001000111100,IFSP
001000111101,IFSP
001000111110,IFSP
001000111111,IFSP
001001000000,ITSJ
001001000001,ITSJ
001001000010,ITNJ
001001000011,ITNJ
001001000100,ITSJ
001001000101,ITSP
001001000110,ITNJ
001001000111,ITNP
001001001000,ITSJ
001001001001,ITSP
001001001010,ITNJ
001001001011,ITNP
001001001100,ITSP
001001001101,ITSP
001001001110,ITNP
001001001111,ITNP
001001010000,IFSJ
001001010001,IFSJ
001001010010,IFNJ
001001010011,IFNJ
001001010100,IFSJ
001001010101,IFSP
001001010110,IFNJ
001001010111,IFNP
001001011000,IFSJ
001001011001,IFSP
001001011010,IFNJ
001001011011,IFNP
001001011100,IFSP
001001011101,IFSP
001001011110,IFNP
001001011111,IFNP
001001100000,ITSJ
001001100001,ITSJ
001001100010,ITNJ
001001100011,ITNJ
001001100100,ITSJ
001001100101,ITSP
001001100110,ITNJ
001001100111,ITNP
001001101000,ITSJ
001001101001,ITSP
001001101010,ITNJ
001001101011,ITNP
001001101100,ITSP
001001101101,ITSP
001001101110,ITNP
001001101111,ITNP
001001110000,IFSJ
001001110001,IFSJ
001001110010,IFNJ
001001110011,IFNJ
001001110100,IFSJ
001001110101,IFSP
001001110110,IFNJ
001001110111,IFNP
001001111000,IFSJ
001001111001,IFSP
001001111010,IFNJ
001001111011,IFNP
001001111100,IFSP
001001111101,IFSP
001001111110,IFNP
001001111111,IFNP
001010000000,ITSJ
001010000001,ITSJ
001010000010,ITNJ
001010000011,ITNJ
001010000100,ITSJ
001010000101,ITSP
001010000110,ITNJ
001010000111,ITNP
001010001000,ITSJ
001010001001,ITSP
001010001010,ITNJ
001010001011,ITNP
001010001100,ITSP
001010001101,ITSP
001010001110,ITNP
001010001111,ITNP
001010010000,IFSJ
001010010001,IFSJ
001010010010,IFNJ
001010010011,IFNJ
001010010100,IFSJ
001010010101,IFSP
001010010110,IFNJ
001010010111,IFNP
001010011000,IFSJ
001010011001,IFSP
001010011010,IFNJ
001010011011,IFNP
001010011100,IFSP
001010011101,IFSP
001010011110,IFNP
001010011111,IFNP
001010100000,ITSJ
001010100001,ITSJ
001010100010,ITNJ
001010100011,ITNJ
001010100100,ITSJ
001010100101,ITSP
001010100110,ITNJ
001010100111,ITNP
001010101000,ITSJ
001010101001,ITSP
001010101010,ITNJ
001010101011,ITNP
001010101100,ITSP
001010101101,ITSP
001010101110,ITNP
001010101111,ITNP
001010110000,IFSJ
001010110001,IFSJ
001010110010,IFNJ
001010110011,IFNJ
001010110100,IFSJ
001010110101,IFSP
001010110110,IFNJ
001010110111,IFNP
001010111000,IFSJ
001010111001,IFSP
001010111010,IFNJ
001010111011,IFNP
001010111100,IFSP
001010111101,IFSP
001010111110,IFNP
001010111111,IFNP
001011000000,ITNJ
001011000001,ITNJ
001011000010,ITNJ
001011000011,ITNJ
001011000100,ITNJ
001011000101,ITNP
001011000110,ITNJ
001011000111,ITNP
001011001000,ITNJ
001011001001,ITNP
001011001010,ITNJ
001011001011,ITNP
001011001100,ITNP
001011001101,ITNP
001011001110,ITNP
001011001111,ITNP
001011010000,IFNJ
001011010001,IFNJ
001011010010,IFNJ
001011010011,IFNJ
001011010100,IFNJ
001011010101,IFNP
001011010110,IFNJ
001011010111,IFNP
001011011000,IFNJ
001011011001,IFNP
001011011010,IFNJ
001011011011,IFNP
001011011100,IFNP
001011011101,IFNP
001011011110,IFNP
001011011111,IFNP
001011100000,ITNJ
001011100001,ITNJ
001011100010,ITNJ
001011100011,ITNJ
001011100100,ITNJ
001011100101,ITNP
001011100110,ITNJ
001011100111,ITNP
001011101000,ITNJ
001011101001,ITNP
001011101010,ITNJ
001011101011,ITNP
001011101100,ITNP
001011101101,ITNP
001011101110,ITNP
001011101111,ITNP
001011110000,IFNJ
001011110001,IFNJ
001011110010,IFNJ
001011110011,IFNJ
001011110100,IFNJ
001011110101,IFNP
001011110110,IFNJ
001011110111,IFNP
001011111000,IFNJ
001011111001,IFNP
001011111010,IFNJ
001011111011,IFNP
001011111100,IFNP
001011111101,IFNP
001011111110,IFNP
001011111111,IFNP
001100000000,ITSJ
001100000001,ITSJ
001100000010,ITSJ
001100000011,ITSJ
001100000100,ITSJ
001100000101,ITSP
001100000110,ITSJ
001100000111,ITSP
001100001000,ITSJ
001100001001,ITSP
001100001010,ITSJ
001100001011,ITSP
001100001100,ITSP
001100001101,ITSP
001100001110,ITSP
001100001111,ITSP
001100010000,IFSJ
001100010001,IFSJ
001100010010,IFSJ
001100010011,IFSJ
001100010100,IFSJ
001100010101,IFSP
001100010110,IFSJ
001100010111,IFSP
001100011000,IFSJ
001100011001,IFSP
001100011010,IFSJ
001100011011,IFSP
001100011100,IFSP
001100011101,IFSP
001100011110,IFSP
001100011111,IFSP
001100100000,ETSJ
001100100001,ETSJ
001100100010,ETSJ
001100100011,ETSJ
001100100100,ETSJ
001100100101,ETSP
001100100110,ETSJ
001100100111,ETSP
001100101000,ETSJ
001100101001,ETSP
001100101010,ETSJ
001100101011,ETSP
001100101100,ETSP
001100101101,ETSP
001100101110,ETSP
001100101111,ETSP
001100110000,EFSJ
001100110001,EFSJ
001100110010,EFSJ
001100110011,EFSJ
001100110100,EFSJ
001100110101,EFSP
001100110110,EFSJ
001100110111,EFSP
001100111000,EFSJ
001100111001,EFSP
001100111010,EFSJ
001100111011,EFSP
001100111100,EFSP
001100111101,EFSP
001100111110,EFSP
001100111111,EFSP
001101000000,ITSJ
001101000001,ITSJ
001101000010,ITNJ
001101000011,ITNJ
001101000100,ITSJ
001101000101,ITSP
001101000110,ITNJ
001101000111,ITNP
001101001000,ITSJ
001101001001,ITSP
001101001010,ITNJ
001101001011,ITNP
001101001100,ITSP
001101001101,ITSP
001101001110,ITNP
001101001111,ITNP
001101010000,IFSJ
001101010001,IFSJ
001101010010,IFNJ
001101010011,IFNJ
001101010100,IFSJ
001101010101,IFSP
001101010110,IFNJ
001101010111,IFNP
001101011000,IFSJ
001101011001,IFSP
001101011010,IFNJ
001101011011,IFNP
001101011100,IFSP
001101011101,IFSP
001101011110,IFNP
001101011111,IFNP
001101100000,ETSJ
001101100001,ETSJ
001101100010,ETNJ
001101100011,ETNJ
001101100100,ETSJ
001101100101,ETSP
001101100110,ETNJ
001101100111,ETNP
001101101000,ETSJ
001101101001,ETSP
001101101010,ETNJ
001101101011,ETNP
001101101100,ETSP
001101101101,ETSP
001101101110,ETNP
001101101111,ETNP
001101110000,EFSJ
001101110001,EFSJ
001101110010,EFNJ
001101110011,EFNJ
001101110100,EFSJ
001101110101,EFSP
001101110110,EFNJ
001101110111,EFNP
001101111000,EFSJ
001101111001,EFSP
001101111010,EFNJ
001101111011,EFNP
001101111100,EFSP
001101111101,EFSP
001101111110,EFNP
001101111111,EFNP
001110000000,ITSJ
001110000001,ITSJ
001110000010,ITNJ
001110000011,ITNJ
001110000100,ITSJ
001110000101,ITSP
001110000110,ITNJ
001110000111,ITNP
001110001000,ITSJ
001110001001,ITSP
001110001010,ITNJ
001110001011,ITNP
001110001100,ITSP
001110001101,ITSP
001110001110,ITNP
001110001111,ITNP
001110010000,IFSJ
001110010001,IFSJ
001110010010,IFNJ
001110010011,IFNJ
001110010100,IFSJ
001110010101,IFSP
001110010110,IFNJ
001110010111,IFNP
001110011000,IFSJ
001110011001,IFSP
001110011010,IFNJ
001110011011,IFNP
001110011100,IFSP
001110011101,IFSP
001110011110,IFNP
001110011111,IFNP
001110100000,ETSJ
001110100001,ETSJ
001110100010,ETNJ
001110100011,ETNJ
001110100100,ETSJ
001110100101,ETSP
001110100110,ETNJ
001110100111,ETNP
001110101000,ETSJ
001110101001,ETSP
001110101010,ETNJ
001110101011,ETNP
001110101100,ETSP
001110101101,ETSP
001110101110,ETNP
001110101111,ETNP
001110110000,EFSJ
001110110001,EFSJ
001110110010,EFNJ
001110110011,EFNJ
001110110100,EFSJ
001110110101,EFSP
001110110110,EFNJ
001110110111,EFNP
001110111000,EFSJ
001110111001,EFSP
001110111010,EFNJ
001110111011,EFNP
001110111100,EFSP
001110111101,EFSP
001110111110,EFNP
001110111111,EFNP
001111000000,ITNJ
001111000001,ITNJ
001111000010,ITNJ
001111000011,ITNJ
001111000100,ITNJ
001111000101,ITNP
001111000110,ITNJ
001111000111,ITNP
001111001000,ITNJ
001111001001,ITNP
001111001010,ITNJ
001111001011,ITNP
001111001100,ITNP
001111001101,ITNP
001111001110,ITNP
001111001111,ITNP
001111010000,IFNJ
001111010001,IFNJ
001111010010,IFNJ
001111010011,IFNJ
001111010100,IFNJ
001111010101,IFNP
001111010110,IFNJ
001111010111,IFNP
001111011000,IFNJ
001111011001,IFNP
001111011010,IFNJ
001111011011,IFNP
001111011100,IFNP
001111011101,IFNP
001111011110,IFNP
001111011111,IFNP
001111100000,ETNJ
001111100001,ETNJ
001111100010,ETNJ
001111100011,ETNJ
001111100100,ETNJ
001111100101,ETNP
001111100110,ETNJ
001111100111,ETNP
001111101000,ETNJ
001111101001,ETNP
001111101010,ETNJ
001111101011,ETNP
001111101100,ETNP
001111101101,ETNP
001111101110,ETNP
001111101111,ETNP
001111110000,EFNJ
001111110001,EFNJ
001111110010,EFNJ
001111110011,EFNJ
001111110100,EFNJ
001111110101,EFNP
001111110110,EFNJ
001111110111,EFNP
001111111000,EFNJ
001111111001,EFNP
001111111010,EFNJ
001111111011,EFNP
001111111100,EFNP
001111111101,EFNP
001111111110,EFNP
001111111111,EFNP
010000000000,ITSJ
010000000001,ITSJ
010000000010,ITSJ
010000000011,ITSJ
010000000100,ITSJ
010000000101,ITSP
010000000110,ITSJ
010000000111,ITSP
010000001000,ITSJ
010000001001,ITSP
010000001010,ITSJ
010000001011,ITSP
010000001100,ITSP
010000001101,ITSP
010000001110,ITSP
010000001111,ITSP
010000010000,IFSJ
010000010001,IFSJ
010000010010,IFSJ
010000010011,IFSJ
010000010100,IFSJ
010000010101,IFSP
010000010110,IFSJ
010000010111,IFSP
010000011000,IFSJ
010000011001,IFSP
010000011010,IFSJ
010000011011,IFSP
010000011100,IFSP
010000011101,IFSP
010000011110,IFSP
010000011111,IFSP
010000100000,ITSJ
010000100001,ITSJ
010000100010,ITSJ
010000100011,ITSJ
010000100100,ITSJ
010000100101,ITSP
010000100110,ITSJ
010000100111,ITSP
010000101000,ITSJ
010000101001,ITSP
010000101010,ITSJ
010000101011,ITSP
010000101100,ITSP
010000101101,ITSP
010000101110,ITSP
010000101111,ITSP
010000110000,IFSJ
010000110001,IFSJ
010000110010,IFSJ
010000110011,IFSJ
010000110100,IFSJ
010000110101,IFSP
010000110110,IFSJ
010000110111,IFSP
010000111000,IFSJ
010000111001,IFSP
010000111010,IFSJ
010000111011,IFSP
010000111100,IFSP
010000111101,IFSP
010000111110,IFSP
010000111111,IFSP
010001000000,ITSJ
010001000001,ITSJ
010001000010,ITNJ
010001000011,ITNJ
010001000100,ITSJ
010001000101,ITSP
010001000110,ITNJ
010001000111,ITNP
010001001000,ITSJ
010001001001,ITSP
010001001010,ITNJ
010001001011,ITNP
010001001100,ITSP
010001001101,ITSP
010001001110,ITNP
010001001111,ITNP
010001010000,IFSJ
010001010001,IFSJ
010001010010,IFNJ
010001010011,IFNJ
010001010100,IFSJ
010001010101,IFSP
010001010110,IFNJ
010001010111,IFNP
010001011000,IFSJ
010001011001,IFSP
010001011010,IFNJ
010001011011,IFNP
010001011100,IFSP
010001011101,IFSP
010001011110,IFNP
010001011111,IFNP
010001100000,ITSJ
010001100001,ITSJ
010001100010,ITNJ
010001100011,ITNJ
010001100100,ITSJ
010001100101,ITSP
010001100110,ITNJ
010001100111,ITNP
010001101000,ITSJ
010001101001,ITSP
010001101010,ITNJ
010001101011,ITNP
010001101100,ITSP
010001101101,ITSP
010001101110,ITNP
010001101111,ITNP
010001110000,IFSJ
010001110001,IFSJ
010001110010,IFNJ
010001110011,IFNJ
010001110100,IFSJ
010001110101,IFSP
010001110110,IFNJ
010001110111,IFNP
010001111000,IFSJ
010001111001,IFSP
010001111010,IFNJ
010001111011,IFNP
010001111100,IFSP
010001111101,IFSP
010001111110,IFNP
010001111111,IFNP
010010000000,ITSJ
010010000001,ITSJ
010010000010,ITNJ
010010000011,ITNJ
010010000100,ITSJ
010010000101,ITSP
010010000110,ITNJ
010010000111,ITNP
010010001000,ITSJ
010010001001,ITSP
010010001010,ITNJ
010010001011,ITNP
010010001100,ITSP
010010001101,ITSP
010010001110,ITNP
010010001111,ITNP
010010010000,IFSJ
010010010001,IFSJ
010010010010,IFNJ
010010010011,IFNJ
010010010100,IFSJ
010010010101,IFSP
010010010110,IFNJ
010010010111,IFNP
010010011000,IFSJ
010010011001,IFSP
010010011010,IFNJ
010010011011,IFNP
010010011100,IFSP
010010011101,IFSP
010010011110,IFNP
010010011111,IFNP
010010100000,ITSJ
010010100001,ITSJ
010010100010,ITNJ
010010100011,ITNJ
010010100100,ITSJ
010010100101,ITSP
010010100110,ITNJ
010010100111,ITNP
010010101000,ITSJ
010010101001,ITSP
010010101010,ITNJ
010010101011,ITNP
010010101100,ITSP
010010101101,ITSP
010010101110,ITNP
010010101111,ITNP
010010110000,IFSJ
010010110001,IFSJ
010010110010,IFNJ
010010110011,IFNJ
010010110100,IFSJ
010010110101,IFSP
010010110110,IFNJ
010010110111,IFNP
010010111000,IFSJ
010010111001,IFSP
010010111010,IFNJ
010010111011,IFNP
010010111100,IFSP
010010111101,IFSP
010010111110,IFNP
010010111111,IFNP
010011000000,ITNJ
010011000001,ITNJ
010011000010,ITNJ
010011000011,ITNJ
010011000100,ITNJ
010011000101,ITNP
010011000110,ITNJ
010011000111,ITNP
010011001000,ITNJ
010011001001,ITNP
010011001010,ITNJ
010011001011,ITNP
010011001100,ITNP
010011001101,ITNP
010011001110,ITNP
010011001111,ITNP
010011010000,IFNJ
010011010001,IFNJ
010011010010,IFNJ
010011010011,IFNJ
010011010100,IFNJ
010011010101,IFNP
010011010110,IFNJ
010011010111,IFNP
010011011000,IFNJ
010011011001,IFNP
010011011010,IFNJ
010011011011,IFNP
010011011100,IFNP
010011011101,IFNP
010011011110,IFNP
010011011111,IFNP
010011100000,ITNJ
010011100001,ITNJ
010011100010,ITNJ
010011100011,ITNJ
010011100100,ITNJ
010011100101,ITNP
010011100110,ITNJ
010011100111,ITNP
010011101000,ITNJ
010011101001,ITNP
010011101010,ITNJ
010011101011,ITNP
010011101100,ITNP
010011101101,ITNP
010011101110,ITNP
010011101111,ITNP
010011110000,IFNJ
010011110001,IFNJ
010011110010,IFNJ
010011110011,IFNJ
010011110100,IFNJ
010011110101,IFNP
010011110110,IFNJ
010011110111,IFNP
010011111000,IFNJ
010011111001,IFNP
010011111010,IFNJ
010011111011,IFNP
010011111100,IFNP
010011111101,IFNP
010011111110,IFNP
010011111111,IFNP
010100000000,ITSJ
010100000001,ITSJ
010100000010,ITSJ
010100000011,ITSJ
010100000100,ITSJ
010100000101,ITSP
010100000110,ITSJ
010100000111,ITSP
010100001000,ITSJ
010100001001,ITSP
010100001010,ITSJ
010100001011,ITSP
010100001100,ITSP
010100001101,ITSP
010100001110,ITSP
010100001111,ITSP
010100010000,IFSJ
010100010001,IFSJ
010100010010,IFSJ
010100010011,IFSJ
010100010100,IFSJ
010100010101,IFSP
010100010110,IFSJ
010100010111,IFSP
010100011000,IFSJ
010100011001,IFSP
010100011010,IFSJ
010100011011,IFSP
010100011100,IFSP
010100011101,IFSP
010100011110,IFSP
010100011111,IFSP
010100100000,ETSJ
010100100001,ETSJ
010100100010,ETSJ
010100100011,ETSJ
010100100100,ETSJ
010100100101,ETSP
010100100110,ETSJ
010100100111,ETSP
010100101000,ETSJ
010100101001,ETSP
010100101010,ETSJ
010100101011,ETSP
010100101100,ETSP
010100101101,ETSP
010100101110,ETSP
010100101111,ETSP
010100110000,EFSJ
010100110001,EFSJ
010100110010,EFSJ
010100110011,EFSJ
010100110100,EFSJ
